AccountDesc,AccountID,ActionTS,ActionType,BatchID,CA_B_ID,C_ID,EffectiveDate,EndDate,SK_CustomerID,Status,TaxStatus,fakesk,isCurrent
AuyfCCgjlpasdsDhNMBHKrVXjstdjZQgysNYWdDeaNkxuVk,4170,2012-02-23T00:44:17,ADDACCT,1,10197,2170,2012-02-23,9999-12-31,5620,ACTIVE,1,6741,true
IAJOgnNUeXJEeAhFnAsVBeTauQRdneaJ iVURQbcZ,4171,2012-02-23T04:29:14,ADDACCT,1,8434,1420,2012-02-23,2013-03-18,5985,ACTIVE,1,6743,false
IAJOgnNUeXJEeAhFnAsVBeTauQRdneaJ iVURQbcZ,4171,2013-03-18T03:06:57,CLOSEACCT,1,8434,1420,2013-03-18,9999-12-31,5985,INACTIVE,1,8295,true
BJQJDJHv KFjSXPSvpEOBhCOKdoGBULpOxpuOAVFPZvsfHDWB,4172,2012-02-23T15:11:46,ADDACCT,1,6540,2102,2012-02-23,2012-09-26,3063,ACTIVE,1,6744,false
BJQJDJHv KFjSXPSvpEOBhCOKdoGBULpOxpuOAVFPZvsfHDWB,4172,2012-09-26T10:46:22,UPDACCT,1,939,2102,2012-09-26,9999-12-31,3063,ACTIVE,1,7604,true
mkAxrTvFvyfTGxbYPUKQmGYpVQUoslpAHKEDVI,4173,2012-02-24T02:04:43,ADDACCT,1,10300,2012,2012-02-24,2013-05-21,1952,ACTIVE,0,6746,false
TzcbRDbwZOGNCIqbyWUdmGmOAyVouChGixCWiHsQvVNH,4173,2013-05-21T08:10:27,UPDACCT,1,4777,2012,2013-05-21,2016-06-17,1952,ACTIVE,1,8551,false
TzcbRDbwZOGNCIqbyWUdmGmOAyVouChGixCWiHsQvVNH,4173,2016-06-17T02:26:21,CLOSEACCT,1,4777,2012,2016-06-17,9999-12-31,1952,INACTIVE,1,13032,true
RgbMOMOMnmLABKYPHMSPTjkPouSgKTKNka L lILN ActMy,4174,2012-02-24T11:17:57,ADDACCT,1,8181,1024,2012-02-24,2014-10-09,1183,ACTIVE,1,6747,false
RgbMOMOMnmLABKYPHMSPTjkPouSgKTKNka L lILN ActMy,4174,2014-10-09T10:04:37,UPDACCT,1,8181,1024,2014-10-09,2015-01-15,1183,ACTIVE,1,10571,false
uVQmHnfCCtxHnEDBmhUyHzQKicBWvvuJCkwICDMJtlQQJdTAvO,4174,2015-01-15T13:34:58,UPDACCT,1,5759,1024,2015-01-15,9999-12-31,1183,ACTIVE,0,10962,true
teslIBvfPBDSWDNGJSVlKJMvfngHlQyBINEUt,4175,2012-02-24T23:24:59,ADDACCT,1,1973,2076,2012-02-24,9999-12-31,3066,ACTIVE,1,6749,true
PStRLbtSBRhlPuRLnbXBdZLSzDmzjKOMm,4176,2012-02-25T06:13:09,ADDACCT,1,11218,1869,2012-02-25,9999-12-31,797,ACTIVE,0,6750,true
CHbdzWmGGLCQqQzjF UFZfbUAlboSXdX ZjCQNmH,4177,2012-02-25T23:29:47,ADDACCT,1,12606,1198,2012-02-25,2013-02-27,1143,ACTIVE,1,6752,false
CHbdzWmGGLCQqQzjF UFZfbUAlboSXdX ZjCQNmH,4177,2013-02-27T08:21:02,CLOSEACCT,1,12606,1198,2013-02-27,9999-12-31,1143,INACTIVE,1,8217,true
LchzGMsqrIJCzmFHRFTXVSDvviZfrBQUGiZsfgPUy,4178,2012-02-26T19:16:19,NEW,1,13640,2198,2012-02-26,9999-12-31,6337,ACTIVE,2,6755,true
lLcPArQkGKGzuXPPlLpJxQW LlK JwpJjZkCCFKAPuwQK,4179,2012-02-27T01:49:51,NEW,1,2832,2199,2012-02-27,9999-12-31,2631,ACTIVE,1,6756,true
EzCQEHgyCwYOGOBrAJHRUBEdHMuPDCRigcy,4180,2012-02-27T12:37:25,NEW,1,5456,2200,2012-02-27,2014-05-11,5465,ACTIVE,1,6757,false
EzCQEHgyCwYOGOBrAJHRUBEdHMuPDCRigcy,4180,2014-05-11T21:23:24,UPDACCT,1,6394,2200,2014-05-11,9999-12-31,5465,ACTIVE,1,9969,true
TdIO KBEsDtVKkEIrjsENoLRKPviIpV,4181,2012-02-27T16:38:28,NEW,1,3538,2201,2012-02-27,2015-09-06,2290,ACTIVE,1,6758,false
TdIO KBEsDtVKkEIrjsENoLRKPviIpV,4181,2015-09-06T17:42:13,CLOSEACCT,1,3538,2201,2015-09-06,9999-12-31,2290,INACTIVE,1,11898,true
oEPCaLlPkWYau cZuHofvyktiMQhvuJRujij,4182,2012-02-28T10:55:01,NEW,1,14550,2202,2012-02-28,9999-12-31,1307,ACTIVE,0,6762,true
hTTSzYn LCGjjbWEZocTYnNqoFDJpupKRCzhTLfFZCc,4183,2012-02-28T12:06:32,NEW,1,4173,2203,2012-02-28,9999-12-31,2547,ACTIVE,1,6763,true
LMyAAJQMfoUEEcTdjtHfGlZJxKhYbNNZPln,4184,2012-02-28T22:59:58,NEW,1,8826,2204,2012-02-28,9999-12-31,828,ACTIVE,1,6764,true
MPDxDRbabEmhlOKOCUUZDZKQxuxYOZCCqz,4185,2012-02-28T23:17:42,NEW,1,12350,2205,2012-02-28,9999-12-31,906,ACTIVE,2,6765,true
"",4186,2012-03-01T01:53:11,NEW,1,12046,2206,2012-03-01,9999-12-31,4618,ACTIVE,2,6769,true
OPLrVnYRAaRgMPUmnOQBcCWqM JZfK,4187,2012-03-01T10:29:27,NEW,1,1171,2207,2012-03-01,9999-12-31,3784,ACTIVE,2,6770,true
EPQdZripBIBRPVDGeRusXPGvOAcaNEmTIwBnYk ioE,4188,2012-03-01T16:33:30,NEW,1,117,2208,2012-03-01,9999-12-31,1144,ACTIVE,0,6771,true
AFOLbTJWNiMroZMZoJTPlVFVBQQaMPuQKS,4189,2012-03-02T04:05:46,ADDACCT,1,3733,1100,2012-03-02,2012-05-04,616,ACTIVE,2,6772,false
hjxepneMUDzJBHfRGFCoRQGNmmKoQyCxjKXGdNdIEI,4189,2012-05-04T15:48:33,UPDACCT,1,1246,1100,2012-05-04,9999-12-31,616,ACTIVE,2,7026,true
RcIdMNlTCLYjtUFUQSUnLRfiXIVSfwaEfKVRRkvDxQSdW,4190,2012-03-02T22:02:31,ADDACCT,1,8700,872,2012-03-02,9999-12-31,5749,ACTIVE,1,6775,true
yWuoSXUwezrADZobdsaFMKuSQgAnQXHtDpQzZVjaGYV,4191,2012-03-03T04:09:35,ADDACCT,1,1191,1480,2012-03-03,2012-06-26,1480,ACTIVE,2,6776,false
yWuoSXUwezrADZobdsaFMKuSQgAnQXHtDpQzZVjaGYV,4191,2012-06-26T10:35:02,UPDACCT,1,10542,1480,2012-06-26,9999-12-31,1480,ACTIVE,1,7236,true
avnhRPovxMln CDtTHDrGRfCvhkiShHCRmJyLGF,4192,2012-03-03T13:10:20,ADDACCT,1,6841,2061,2012-03-03,2013-02-15,2705,ACTIVE,1,6777,false
avnhRPovxMln CDtTHDrGRfCvhkiShHCRmJyLGF,4192,2013-02-15T22:14:00,CLOSEACCT,1,6841,2061,2013-02-15,9999-12-31,2705,INACTIVE,1,8173,true
beTXKJ HJNeWVJRNZDyOetSJCAYqwTSiHAqyIRrHmEM,4193,2012-03-03T17:52:47,ADDACCT,1,8052,434,2012-03-03,9999-12-31,2351,ACTIVE,2,6778,true
DMFFpcDUQkDbxFfJZKGewJIEACcNKUtIFVKYdwRqLJkcYZ,4194,2012-03-04T02:54:41,ADDACCT,1,2976,853,2012-03-04,9999-12-31,4515,ACTIVE,1,6779,true
ClCLXwJgctwKpsFuqMcmESoBKzegUssDDPuEdtGftBzo,4195,2012-03-04T22:45:48,ADDACCT,1,14922,1557,2012-03-04,9999-12-31,2616,ACTIVE,2,6782,true
HLTXPaOHuOLHJnNYrobfSHESDyeBcM,4196,2012-03-04T23:44:22,ADDACCT,1,11992,1311,2012-03-04,9999-12-31,4696,ACTIVE,2,6783,true
IOUJQQrVKKKovCRkwimu vpNrWWEeBzFMCuHPxbUkOgScV,4197,2012-03-05T02:34:45,ADDACCT,1,147,264,2012-03-05,9999-12-31,5635,ACTIVE,1,6784,true
WFMya gvzrHkELQoUoFRJQg  dXtpREGRQiguInC,4198,2012-03-05T05:10:46,ADDACCT,1,8144,1112,2012-03-05,2014-05-19,3298,ACTIVE,1,6785,false
WFMya gvzrHkELQoUoFRJQg  dXtpREGRQiguInC,4198,2014-05-19T18:14:18,UPDACCT,1,8144,1112,2014-05-19,9999-12-31,3298,ACTIVE,1,9999,true
eePZlukQFDhEcnPCzBMeyGLkoGjIgpAPBQDAHMLD,4199,2012-03-05T21:02:51,NEW,1,4388,2209,2012-03-05,2012-07-25,1170,ACTIVE,1,6787,false
PnfjICP AdGvZAHDRXOnTVnRgwhcDaQTXOAhlBJNdzwSMNizPN,4199,2012-07-25T19:42:22,UPDACCT,1,4906,2209,2012-07-25,9999-12-31,1170,ACTIVE,2,7356,true
qTPWoEolAoWkxnKWPEqCGSEQClAwVmz,4200,2012-03-06T06:35:01,NEW,1,8192,2210,2012-03-06,2013-07-28,996,ACTIVE,1,6788,false
BMgIuo CbtBiHHQ mioDIPPEKGAw NDnMKiyFApUKWjES,4200,2013-07-28T08:22:41,UPDACCT,1,8192,2210,2013-07-28,2015-10-13,996,ACTIVE,1,8821,false
zqXCNEgoRPYnTwiuLacHQkvRVoGVDiCodDRvHBjaps,4200,2015-10-13T09:39:24,UPDACCT,1,12118,2210,2015-10-13,9999-12-31,996,ACTIVE,1,12042,true
zWRnXIXJIgRoJurnvTpoaOTjvtRuDtUaG,4201,2012-03-06T15:47:42,NEW,1,13766,2211,2012-03-06,9999-12-31,864,ACTIVE,1,6789,true
FGFOVvwIqcY MEDmtaEONDthRtnXQEflIMtMYXfv tHHNB,4202,2012-03-06T20:06:06,NEW,1,154,2212,2012-03-06,2015-11-02,1182,ACTIVE,1,6790,false
ItxdipCFvXBSREJcDhKiSSfGNLRNKS bouSwJyFItFBfxRr,4202,2015-11-02T15:25:51,UPDACCT,1,7489,2212,2015-11-02,9999-12-31,1182,ACTIVE,1,12123,true
TgQCvds ZIwXelMdVXMCsGDCewZBTaHrBtiJ,4203,2012-03-06T21:15:28,NEW,1,1024,2213,2012-03-06,9999-12-31,6277,ACTIVE,1,6791,true
riHnHBGHRw CxLhHePIqXexKQuLdkfqvGmryxuQlnUSQtwVv,4204,2012-03-06T23:08:17,NEW,1,6940,2214,2012-03-06,9999-12-31,5921,ACTIVE,1,6792,true
KjBunKjIeHBShxCSfZwkGfvFjHmFgZCBhnTK,4205,2012-03-07T08:26:51,NEW,1,9754,2215,2012-03-07,9999-12-31,696,ACTIVE,1,6793,true
aUJDDTTHTRdMVKgD VKYpoweeqMdNcOoxEqPjZLGQwhiCEyRbR,4206,2012-03-07T18:12:51,NEW,1,11136,2216,2012-03-07,2012-05-07,815,ACTIVE,1,6794,false
aUJDDTTHTRdMVKgD VKYpoweeqMdNcOoxEqPjZLGQwhiCEyRbR,4206,2012-05-07T23:08:13,CLOSEACCT,1,11136,2216,2012-05-07,9999-12-31,815,INACTIVE,1,7039,true
LCUHXoKTbHDccOszxlxeUlnNYErbMWyRn uIvx,4207,2012-03-08T01:45:05,NEW,1,881,2217,2012-03-08,9999-12-31,1978,ACTIVE,1,6795,true
oWhETOhHsdIBkiilmqlJrXGPZHEDoEHBIHRA,4208,2012-03-08T08:46:25,NEW,1,14622,2218,2012-03-08,9999-12-31,597,ACTIVE,1,6796,true
"",4209,2012-03-08T14:19:38,NEW,1,4531,2219,2012-03-08,2014-04-19,2117,ACTIVE,0,6797,false
"",4209,2014-04-19T07:52:16,CLOSEACCT,1,4531,2219,2014-04-19,9999-12-31,2117,INACTIVE,0,9878,true
rUnACBTGnElbYsKJuGJVGfuFJxohZMulSx,4210,2012-03-08T21:40:48,ADDACCT,1,10709,1078,2012-03-08,9999-12-31,1366,ACTIVE,0,6798,true
VxGQVPoOJwOQC fUZIsjXSyrhxlQdrDwgwGFHCLhiHh,4211,2012-03-09T09:21:33,ADDACCT,1,5135,861,2012-03-09,9999-12-31,4979,ACTIVE,2,6799,true
auBwiPAzAkOKOpPvvRBcNdxVzhDq EVZxKCUfaQOnDgdGtb,4212,2012-03-12T10:22:03,ADDACCT,1,6759,829,2012-03-12,9999-12-31,2614,ACTIVE,1,6813,true
hXHeDUPJEOhmBKagpxQGwLTIYfVoQKLzLeY,4213,2012-03-12T12:33:43,ADDACCT,1,298,1495,2012-03-12,2012-07-15,288,ACTIVE,1,6814,false
hXHeDUPJEOhmBKagpxQGwLTIYfVoQKLzLeY,4213,2012-07-15T00:23:41,CLOSEACCT,1,298,1495,2012-07-15,9999-12-31,288,INACTIVE,1,7310,true
jFfBAUAJULpmaVwpjuzNwqPoLhwTMFzn,4214,2012-03-12T19:10:59,ADDACCT,1,10774,1083,2012-03-12,2012-10-26,4131,ACTIVE,1,6815,false
jFfBAUAJULpmaVwpjuzNwqPoLhwTMFzn,4214,2012-10-26T16:32:18,UPDACCT,1,11719,1083,2012-10-26,9999-12-31,4131,ACTIVE,1,7725,true
rmJgBXvZobDZwdnncuWZPfopyPyvJOgaShRQRLq,4215,2012-03-12T20:46:31,ADDACCT,1,8253,1383,2012-03-12,9999-12-31,564,ACTIVE,2,6816,true
OlDlDtxxHrOpYzrnhBvurLTEVkEqpjlTGMZM,4216,2012-03-13T01:13:34,ADDACCT,1,4473,356,2012-03-13,9999-12-31,5346,ACTIVE,1,6817,true
SgGADGKCoIGntKLoPdUgaUUYImPQdRROJAEKsdpDo,4217,2012-03-13T08:32:17,ADDACCT,1,3862,1533,2012-03-13,9999-12-31,5848,ACTIVE,2,6818,true
QeLLZspTQWZXcWHaHLXvJgmZVoxkqLKTUYlV hDYxOCHr,4218,2012-03-13T18:12:44,ADDACCT,1,13077,387,2012-03-13,2013-05-31,1194,ACTIVE,1,6819,false
QeLLZspTQWZXcWHaHLXvJgmZVoxkqLKTUYlV hDYxOCHr,4218,2013-05-31T22:46:28,CLOSEACCT,1,13077,387,2013-05-31,9999-12-31,1194,INACTIVE,1,8592,true
IWQIXvgcHVEPYwJFUFDLcreCVDQigUIBtavzDipd,4219,2012-03-14T00:20:08,ADDACCT,1,8461,819,2012-03-14,9999-12-31,5499,ACTIVE,1,6820,true
PZhVfaYKPXLBnwzsAY lTETIZCKUSOvjFXgbezTECGTLvPA,4220,2012-03-14T21:09:20,NEW,1,4429,2220,2012-03-14,9999-12-31,3549,ACTIVE,2,6823,true
OSwzmnvGAyAVqmeUYLGSzlFxMZTDBDMKtePGAVCQNiO,4221,2012-03-15T00:14:42,NEW,1,9089,2221,2012-03-15,2014-09-21,4554,ACTIVE,1,6824,false
OSwzmnvGAyAVqmeUYLGSzlFxMZTDBDMKtePGAVCQNiO,4221,2014-09-21T14:21:55,UPDACCT,1,10805,2221,2014-09-21,9999-12-31,4554,ACTIVE,1,10500,true
"",4222,2012-03-15T10:47:47,NEW,1,12845,2222,2012-03-15,9999-12-31,6007,ACTIVE,1,6825,true
hNCMoDiGXDdfSeEIrfNbeBtZcrDKVYwMPSqeEQvVOWSfUUXU,4223,2012-03-15T17:42:00,NEW,1,14619,2223,2012-03-15,9999-12-31,4245,ACTIVE,1,6826,true
DwaQfLyCEoJhYyVCAWZNcLEFnUWyxfHPQH muHEN,4224,2012-03-16T15:02:53,NEW,1,11409,2224,2012-03-16,2012-11-14,4337,ACTIVE,2,6830,false
DwaQfLyCEoJhYyVCAWZNcLEFnUWyxfHPQH muHEN,4224,2012-11-14T23:41:57,UPDACCT,1,11409,2224,2012-11-14,9999-12-31,4337,ACTIVE,2,7801,true
u mxz POwWtTIQlTCPzGoRSkxwFrKY,4225,2012-03-16T20:05:17,NEW,1,1399,2225,2012-03-16,9999-12-31,3698,ACTIVE,1,6831,true
VHFQVyomJnCXpYngQhRMdGhLkXNcTYwsfjDmgorH,4226,2012-03-17T02:07:18,NEW,1,4790,2226,2012-03-17,9999-12-31,4386,ACTIVE,1,6832,true
lermZIRCHtbSzHKxYMrEIyfueAStNpOQZ b,4227,2012-03-17T04:22:56,NEW,1,223,2227,2012-03-17,9999-12-31,4425,ACTIVE,1,6833,true
qzcsY sRYWyxbtOXKGASiedjvSwKXKXaQWNveeqdHGAGAUWq,4228,2012-03-18T10:30:21,NEW,1,8812,2228,2012-03-18,9999-12-31,3880,ACTIVE,2,6837,true
SneJuixchzTtJYRBTldEZYmozxdKOvwSGapOJoJnLNemJ,4229,2012-03-18T19:11:06,NEW,1,2696,2229,2012-03-18,2012-10-15,2760,ACTIVE,1,6838,false
SneJuixchzTtJYRBTldEZYmozxdKOvwSGapOJoJnLNemJ,4229,2012-10-15T15:01:37,UPDACCT,1,2696,2229,2012-10-15,9999-12-31,2760,ACTIVE,1,7681,true
CkOmxUPoLqSaVUSGiNfSpoXPQj oXEUpAYiRABUaB,4230,2012-03-18T23:06:38,NEW,1,8826,2230,2012-03-18,9999-12-31,3459,ACTIVE,1,6839,true
LCqWOc srKQfFwvSSmeojKLozTwjhxFtpAVSfRkKPqLTvX SBw,4231,2012-03-18T23:28:34,ADDACCT,1,2563,747,2012-03-18,9999-12-31,2003,ACTIVE,2,6840,true
"",4232,2012-03-19T18:09:55,ADDACCT,1,10685,467,2012-03-19,2016-11-02,181,ACTIVE,1,6843,false
hvKbVkeJzEDCrrdEqzKuTUFSOcBSUNFdLSdXLcJfHcVxzpS,4232,2016-11-02T11:10:38,UPDACCT,1,9832,467,2016-11-02,9999-12-31,181,ACTIVE,1,13584,true
zQHTlSHQMLUcFRfwMNeGmIIbitDusYFxC,4233,2012-03-20T01:38:48,ADDACCT,1,13264,2174,2012-03-20,2017-03-06,3342,ACTIVE,1,6844,false
zQHTlSHQMLUcFRfwMNeGmIIbitDusYFxC,4233,2017-03-06T14:28:22,CLOSEACCT,1,13264,2174,2017-03-06,9999-12-31,3342,INACTIVE,1,14079,true
DPIBKQVdMSOVagNm aVlFjQFoVtgdEYMtq,4234,2012-03-20T02:28:12,ADDACCT,1,13077,1700,2012-03-20,9999-12-31,617,ACTIVE,1,6845,true
PcPOtpWAbKBSazeGmMISeaLhcsTCJXJnOQGGQBDwECkCo,4235,2012-03-20T05:29:24,ADDACCT,1,14342,2137,2012-03-20,9999-12-31,6369,ACTIVE,0,6846,true
LqduCO kqPzzGdKdekFjYHlD QJoLGCiuwjbmZXnOjPNMBpIC,4236,2012-03-20T14:34:31,ADDACCT,1,369,173,2012-03-20,2013-07-11,3748,ACTIVE,1,6847,false
HfL hlJnDFaPRmnHPzXwSKFYuSEHZqUA FImSlO,4236,2013-07-11T20:33:22,UPDACCT,1,369,173,2013-07-11,9999-12-31,3748,ACTIVE,1,8755,true
YOXVyEQtrWSWViDHF I eTDKDKEuiIJPBLhOqNpcmIWDtJoBOn,4237,2012-03-21T12:23:46,ADDACCT,1,7966,2082,2012-03-21,9999-12-31,5693,ACTIVE,1,6850,true
mvAUMQARQFcDzJVctSCoVuViNJqqHiLQ,4238,2012-03-21T12:33:16,ADDACCT,1,13377,736,2012-03-21,9999-12-31,497,ACTIVE,1,6851,true
ejGVKUoaYbBAacQCwzNKGBoTnjJTdt,4239,2012-03-21T21:34:51,ADDACCT,1,5514,1930,2012-03-21,9999-12-31,3048,ACTIVE,2,6852,true
eIXaJeuzmoATYPXxL eFaVAyRwLnGfVoDUHUYNH iHRM,4240,2012-03-22T07:21:17,ADDACCT,1,7850,1485,2012-03-22,2012-11-27,3845,ACTIVE,1,6853,false
wmHKBYE eDowtPLV xzWNOVIJVvJhI,4240,2012-11-27T09:45:01,UPDACCT,1,7850,1485,2012-11-27,2013-09-30,3845,ACTIVE,1,7851,false
wmHKBYE eDowtPLV xzWNOVIJVvJhI,4240,2013-09-30T18:29:59,UPDACCT,1,7850,1485,2013-09-30,9999-12-31,3845,ACTIVE,1,9079,true
EQILNh wZiNfDstiaOFdvVnlcXOAydjeCqDEUMvmYbtVDZCI,4241,2012-03-23T08:49:24,NEW,1,6366,2231,2012-03-23,2012-04-29,2457,ACTIVE,1,6857,false
EQILNh wZiNfDstiaOFdvVnlcXOAydjeCqDEUMvmYbtVDZCI,4241,2012-04-29T09:54:30,CLOSEACCT,1,6366,2231,2012-04-29,9999-12-31,2457,INACTIVE,1,7005,true
HYnLuiWOKqRyDGuHWVJjTTVpHbXMjNRPbQhPmC aOjLFTOB,4242,2012-03-23T15:12:09,NEW,1,13452,2232,2012-03-23,9999-12-31,664,ACTIVE,1,6858,true
unFRdkiVBMXCvLFWIYDbJiqAYJktWNAuVZgoZ sKAR,4243,2012-03-23T19:35:42,NEW,1,9157,2233,2012-03-23,9999-12-31,4785,ACTIVE,1,6859,true
Dh vUtUiJhWqBrpfCEYubTQURpwfuKeltU ZNDCdAbllBOpQG,4244,2012-03-24T00:20:38,NEW,1,7175,2234,2012-03-24,9999-12-31,5027,ACTIVE,2,6860,true
CQJXASUhZKMQBlBKTLApeOijK LiIOkNPBUATKvppDU,4245,2012-03-24T07:58:04,NEW,1,13950,2235,2012-03-24,2014-06-04,1914,ACTIVE,1,6861,false
NiMlPXyATzadBMYHMrMbPycFzQxkRbZvTEF VE VKLATYCOJ,4245,2014-06-04T08:00:54,UPDACCT,1,9351,2235,2014-06-04,9999-12-31,1914,ACTIVE,2,10062,true
VpwWLRODgUJCNUTTAcvRJViADtURZUjiohQfpnrTPqG,4246,2012-03-24T08:33:44,NEW,1,12592,2236,2012-03-24,9999-12-31,5940,ACTIVE,1,6862,true
TdLzwBTkEneFexYJNpAmEIAzIKyUIOleFVXKEUhPWxl,4247,2012-03-24T18:31:16,NEW,1,8154,2237,2012-03-24,9999-12-31,6221,ACTIVE,1,6863,true
GXc Div nIgoflRxsQjAThTUxAyFYXClrExZCdABbg,4248,2012-03-26T01:07:27,NEW,1,2440,2238,2012-03-26,2013-09-13,6085,ACTIVE,1,6868,false
GXc Div nIgoflRxsQjAThTUxAyFYXClrExZCdABbg,4248,2013-09-13T22:55:34,CLOSEACCT,1,2440,2238,2013-09-13,9999-12-31,6085,INACTIVE,1,9011,true
UWPgtKOmkRYGC UqNQMVTUFLRzTOKCsw,4249,2012-03-26T11:15:42,NEW,1,2856,2239,2012-03-26,9999-12-31,4999,ACTIVE,1,6869,true
PWjtpmlYX OsQRLLEiMUMSRXTERxONJBoBQYyClCDBDJBmy,4250,2012-03-26T14:58:02,NEW,1,5609,2240,2012-03-26,2012-10-23,3574,ACTIVE,1,6870,false
lSOCEYjLgRLsQxVEJGrMNBZJHiUEHAsP IFMW,4250,2012-10-23T04:47:13,UPDACCT,1,11405,2240,2012-10-23,2014-12-26,3574,ACTIVE,1,7709,false
lSOCEYjLgRLsQxVEJGrMNBZJHiUEHAsP IFMW,4250,2014-12-26T00:26:52,CLOSEACCT,1,11405,2240,2014-12-26,9999-12-31,3574,INACTIVE,1,10880,true
jzDWXOvjADGcMHxFDKUFmRArITCTRE,4251,2012-03-27T01:32:05,NEW,1,11583,2241,2012-03-27,2013-09-22,2828,ACTIVE,1,6871,false
otsTwFiMLqQxSCbcHUOXlsDkYXkPie,4251,2013-09-22T03:51:35,UPDACCT,1,11583,2241,2013-09-22,9999-12-31,2250,ACTIVE,1,9047,true
mZJsGuzwhFKjUyRBzUGPBAblAhTTaSeqpsDlpiPNcTZ,4252,2012-03-27T08:52:27,ADDACCT,1,3088,1527,2012-03-27,9999-12-31,469,ACTIVE,1,6872,true
PeiRUKxYSwLzLUDWLTSVNpbVMbtKxKpUUxQpMvK,4253,2012-03-27T08:52:30,ADDACCT,1,13687,1393,2012-03-27,9999-12-31,6131,ACTIVE,0,6873,true
gXRYQSIEQYALbQcNmOHJ IRzvNCAHaB,4254,2012-03-27T17:00:20,ADDACCT,1,3020,1051,2012-03-27,2016-08-31,3942,ACTIVE,1,6874,false
gPGRR UafMeIOeGSKoNRhfJ uoLAnAYjLKTFQVJoLXXZK,4254,2016-08-31T15:37:49,UPDACCT,1,3071,1051,2016-08-31,9999-12-31,5357,ACTIVE,2,13334,true
kgMtKmOLSMQXYOZPjcQtISh NJvCAiEKAMGECAVuyKkBL,4255,2012-03-29T08:54:51,ADDACCT,1,6390,1866,2012-03-29,9999-12-31,4980,ACTIVE,0,6880,true
ZNJekOxCAFLkLEUxLDhPIYWyzEKXNgxjxuohiMzGE,4256,2012-03-29T16:47:36,ADDACCT,1,2979,589,2012-03-29,2013-04-18,555,ACTIVE,1,6881,false
ZNJekOxCAFLkLEUxLDhPIYWyzEKXNgxjxuohiMzGE,4256,2013-04-18T21:59:11,CLOSEACCT,1,2979,589,2013-04-18,9999-12-31,555,INACTIVE,1,8420,true
rANuQmHuwuyLObRfNmVhODMCfTGsDWxlDcqRASfpkfYja,4257,2012-03-29T16:48:51,ADDACCT,1,2829,1766,2012-03-29,2014-08-25,4039,ACTIVE,1,6882,false
TzKHIWSGZVMUfzljoTLfPMCYhnMBDXjbfXzq,4257,2014-08-25T00:04:03,UPDACCT,1,10392,1766,2014-08-25,9999-12-31,4039,ACTIVE,1,10388,true
"",4258,2012-03-29T18:33:21,ADDACCT,1,7213,372,2012-03-29,9999-12-31,5821,ACTIVE,1,6883,true
qwPeWUtfTowbYNAJMFOUiROUbSipTHDJyPVSVAFqthy,4259,2012-03-30T04:41:31,ADDACCT,1,11275,1987,2012-03-30,9999-12-31,776,ACTIVE,1,6884,true
UciJJuA FzMEqDVMeyyOSqVNiEohsfEvYOJlBFg,4260,2012-03-30T14:14:30,ADDACCT,1,860,1320,2012-03-30,9999-12-31,4471,ACTIVE,1,6885,true
gnFAOaa NkekOz ZERZBBGPSTwIkJz dVKxOzuJMZnRhM,4261,2012-03-30T15:22:56,ADDACCT,1,1369,665,2012-03-30,9999-12-31,3194,ACTIVE,2,6886,true
ybBRqGDDSQAKusLBaEzpulJUGqXJOfPtcVyqz,4262,2012-03-31T02:57:45,NEW,1,594,2242,2012-03-31,9999-12-31,5949,ACTIVE,0,6889,true
WFUEsDDcaWPmcHoHApRWijoteeSdpZT,4263,2012-03-31T14:17:17,NEW,1,5725,2243,2012-03-31,9999-12-31,944,ACTIVE,1,6891,true
aVJAiGBTZYUrcJhOHKGqkStnYkRNonUMeOQLLXfXVufOqciShe,4264,2012-04-01T06:45:57,NEW,1,8587,2244,2012-04-01,9999-12-31,2756,ACTIVE,1,6893,true
sDxCcxNIXFHqHqXQKGrEUsAFTQnTKTt,4265,2012-04-02T00:27:37,NEW,1,14182,2245,2012-04-02,2015-01-24,3144,ACTIVE,1,6895,false
sDxCcxNIXFHqHqXQKGrEUsAFTQnTKTt,4265,2015-01-24T04:49:25,CLOSEACCT,1,14182,2245,2015-01-24,9999-12-31,3144,INACTIVE,1,10997,true
ePeocHlEUJGYZMWKYLxjNuDANWxMdHLrciTluTP,4266,2012-04-02T02:43:54,NEW,1,10221,2246,2012-04-02,2017-04-25,535,ACTIVE,1,6896,false
OaGHGspIIHDEWRHDtUNaOMBOIJoaLrNstGVJXS TaAJz,4266,2017-04-25T22:24:17,UPDACCT,1,3279,2246,2017-04-25,9999-12-31,535,ACTIVE,1,14282,true
PizFkyuGmHahJSDjkeUCqSBEZxoFgUPm,4267,2012-04-02T13:03:59,NEW,1,14462,2247,2012-04-02,9999-12-31,3152,ACTIVE,1,6898,true
vchPVtmyDIzfg xLtUZcQwlchcPlURkjJjVvjUlBK,4268,2012-04-03T09:51:04,NEW,1,3832,2248,2012-04-03,9999-12-31,5341,ACTIVE,1,6900,true
gpMwhVCHjCMJGlFoDDlEzWzTCZUsvEKSyOyeSHxITWZsUR,4269,2012-04-04T01:09:14,NEW,1,13872,2249,2012-04-04,9999-12-31,4525,ACTIVE,1,6902,true
NlVlULFHTveACPaeDLyazGIoSmsUcMXVtXvaQNeOhb,4270,2012-04-04T03:57:20,NEW,1,14049,2250,2012-04-04,9999-12-31,3601,ACTIVE,1,6903,true
