"SK_CompanyID","CompanyID","Status","Name","Industry","SPrating","isLowGrade","CEO","AddressLine1","AddressLine2","PostalCode","City","StateProv","Country","Description","FoundingDate","IsCurrent","BatchID","EffectiveDate","EndDate"
"542","328","Inactive  ","JFJGQQkKDhlhTdpVmOu                                         ","Photography                                       ","CC  ","True","Cogill                                                                                              ","13990 Panther Creek Park                                                        ","                                                                                ","H2F 1W1     ","Jersey City              ","Nova Scotia         ","United States of America","zUgGhIrZlNfljDu EL ueOlIIFyJkoEaroHlVFmLYYytBShUUdVAKdlw                                                                                              ","1895-09-13T00:00:00.0000000","True","1","1983-12-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"543","417","Active    ","GMVyPigMjOGOWoPxdDwGgnRvywGWpPLZbDNkZTnfnknyKnRjBNz         ","Air Courier                                       ","BBB+","True","Jannusch                                                                                            ","12951 Graves Rue                                                                ","                                                                                ","50325       ","Detroit                  ","Ontario             ","United States of America","VDmbyuBIMvshoVGGGBURtPdGf                                                                                                                             ","null","True","1","1983-12-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"544","419","Active    ","tzytoApwJlPQKJNbXkGoSZfmGBIrdUpRCIjkmS                      ","Regional Banks                                    ","B   ","True","Sanburg                                                                                             ","1363 Hilltop Park                                                               ","                                                                                ","93659       ","North Las Vegas          ","OR                  ","United States of America","ZIJsUGwavGdUVXE                                                                                                                                       ","1910-07-17T00:00:00.0000000","True","1","1983-12-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"545","263","Active    ","PXnQrBoBIAwBnkhy                                            ","Photography                                       ","B-  ","True","Greenstreet                                                                                         ","13932 Yamato Way                                                                ","Apt. 736                                                                        ","V6U 1U4     ","Fremont                  ","NV                  ","United States of America","iIAmKiLHaEGJIMFLEJcSBHHtLIREydTPJTSnaBAYG tgLPzDFBnfKZjSBNMcmLEeKUmiLFlFdCKZ                                                                          ","1925-06-02T00:00:00.0000000","True","1","1983-12-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"546","416","Active    ","POXQteLKsMZWDmEDyJCiKeVVEBpQSTYzZARMT                       ","Auto & Truck Parts                                ","CCC ","True","Breske                                                                                              ","6450 Lemming Rue                                                                ","                                                                                ","70126       ","Santa Fe                 ","UT                  ","United States of America","YOGhmUpitdAwhdVYtTqnDmSJ                                                                                                                              ","1859-04-30T00:00:00.0000000","True","1","1983-12-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"547","418","Active    ","zxhJtWQDJPxzwfHNsLCkDTcVeNStUKJSCGNJG                       ","Conglomerates                                     ","B+  ","True","Suben                                                                                               ","9678 Morton East                                                                ","                                                                                ","30324       ","Vallejo                  ","TN                  ","Canada                  ","PHIRujHAJVIxlekOIUbeTHMBIfVHIsYKqIndjyblHDkjlGxMjOwuizBHVpQQUNvdiJgbkNrJj                                                                             ","1924-08-17T00:00:00.0000000","True","1","1983-12-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"548","420","Active    ","vgzyJMhIGRaZVRpgyhqyilvAxAGrSxvMLfNcWnwViYNUzVQvcDrMFqG     ","Oil & Gas - Integrated                            ","BBB+","True","Boudinot                                                                                            ","695 Marcus Crescent                                                             ","                                                                                ","90307       ","Overland Park            ","VA                  ","United States of America","PXpriUSurLAPcjKSTVomMnlSvSCiKvCPJLLQtKBKKJX HoDz QoNzMEENO                                                                                            ","1897-06-26T00:00:00.0000000","True","1","1983-12-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"549","413","Active    ","WAoGPkvEWhOmPxhBiQlyWpTJJCWgJojs                            ","Water Transportation                              ","B+  ","True","Ramoutar                                                                                            ","24950 Sheppard Lane                                                             ","                                                                                ","V6S 1S1     ","Grand Rapids             ","VA                  ","United States of America","mLUUeqoRJTcvQJochBYihZDwyirpyM                                                                                                                        ","1885-08-30T00:00:00.0000000","True","1","1983-09-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"550","315","Inactive  ","KxCzGMWWUDndbIXVVMAQHEaMSDMKQ                               ","Money Center Banks                                ","AA- ","True","Christian                                                                                           ","10412 Anaconda Crescent                                                         ","                                                                                ","06127       ","Anaheim                  ","VA                  ","Canada                  ","ppTHjdNLQQeNNElGazokGdDEudcJKjSYogxcMRYevqLLNkXjjfBTiBCPCOKYFpWy GznLQUUJUUglNhHHBzYurkQmdrWoFLBtuSfATVOVlYAafSguJBBIRBvObu JOVWDcU                   ","1893-06-12T00:00:00.0000000","True","1","1983-09-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"551","414","Active    ","EqufeRGorxFVFBMzocQBVOdAootHHeUmtOgrNFEqyUddgTykvNAez       ","Casinos & Gaming                                  ","BBB ","True","Daugaard                                                                                            ","375 Austin Boulevard                                                            ","                                                                                ","V6K 1P4     ","Moreno Valley            ","SD                  ","Canada                  ","RBAgLMP UzDcjuSUuqsQiEDXggLA ZapBCAHJmGutGLpMVrLbLQXJIhhUT                                                                                            ","null","True","1","1983-09-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"552","411","Active    ","JGGCQbERQHXaNRDxRmZvCqEKWuyEqRebHVXkkTBTmOrqaDgcbAK         ","Retail (Catalog & Mail Order)                     ","BBB-","True","Brandt                                                                                              ","11674 Greene Way                                                                ","                                                                                ","33313       ","San Francisco            ","CA                  ","United States of America","RIxZlRqjooNOlprOxhqARFVGSKNwzRphLTGNmPrzSdKYLhrUKJtfDGCSQAlzGuGGBvBoJajsV                                                                             ","1941-11-06T00:00:00.0000000","True","1","1983-09-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"553","415","Active    ","ysjRGtkIDlGMkTVKHdJYPYZQBIETliHMObyptnkSDUF                 ","Healthcare Facilities                             ","pd  ","True","Canedo                                                                                              ","3038 Ashley Way                                                                 ","Apt. 478                                                                        ","H2A 1V4     ","Santa Clara              ","Manitoba            ","United States of America","MTIOsyPj dmiaWoBaNBKIgiOqupNBMoUwMGyQiKcROlTBKbTbqACBpJJRrnBF PTrsfmQMBQCvBUZJbtNAVbCzMAKHAmButAB                                                     ","1864-07-16T00:00:00.0000000","True","1","1983-09-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"554","412","Active    ","oQAHEOoSIHNjXzHqXLFjsCoazCXexe                              ","Fish/Livestock                                    ","CCC ","True","Williams                                                                                            ","5653 Worth Drive                                                                ","                                                                                ","35294       ","Corona                   ","ID                  ","United States of America","HEBEFDgYRiJQhLpHCTAR OIECTVbBvngvajDsTSbNVHsoHRJSJgOD                                                                                                 ","1960-02-29T00:00:00.0000000","True","1","1983-09-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"555","232","Active    ","lGKCDPIplHUrWtxvMqWnCl                                      ","Healthcare Facilities                             ","CCC-","True","Ellebracht                                                                                          ","23975 Morton Rue                                                                ","                                                                                ","23523       ","San Francisco            ","IA                  ","United States of America","JcAeRHAMRQoAFibEYoOwczvABQdLztaUZqJLWKykEVvtXiWkMpnZKKNnRQylMnAJ bTPLcRSZUeMvChSETiwJBnyvMIFuxEvEBGnTPRZHOqCVRvBRRNUSuEkhYQFKeKBrdLoVvXaexCKlUUMLfHelU","1851-03-04T00:00:00.0000000","True","1","1983-09-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"556","428","Active    ","LYiKeqfCDLKJPVMOOPoojlCjSgLKuUGuEThnDdZSznCEeM              ","Money Center Banks                                ","A+  ","True","Bragan                                                                                              ","6138 Cooper Crescent                                                            ","                                                                                ","V6V 1R5     ","Oceanside                ","MS                  ","                        ","WOqfOuAhrfEsrcqFCCUBQtuKhFmFFNNVlSFEFtMxJGZsOyCRyeKRMFguXKRdUI                                                                                        ","1869-08-26T00:00:00.0000000","True","1","1984-06-26T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"557","397","Inactive  ","IFWKZBQoRFmjBvsfFYufMsYLzoayXXPIYqugyaOQBlwSafI             ","Air Courier                                       ","CC  ","True","Graeser                                                                                             ","7755 Pinto Street                                                               ","                                                                                ","53774       ","Manchester               ","DE                  ","United States of America","KOdNMmnSzcOLFpwtELBELmLLPzJyHICWKCIJsQgAHJCrSNSBETWoozTFW                                                                                             ","1875-05-25T00:00:00.0000000","True","1","1984-06-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"558","429","Active    ","wUqsVTbOAHqQHWZR                                            ","Computer Services                                 ","C   ","True","Lyn                                                                                                 ","8705 Flagler Park                                                               ","                                                                                ","80104       ","Buffalo                  ","WA                  ","United States of America","BHghZVEsSANLnGkYOMBPRlDhLjCKUztKnVBLcGNSIUwHvhUbCUtGKDOLMzG                                                                                           ","1911-11-28T00:00:00.0000000","True","1","1984-06-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"559","426","Active    ","mqQCOozeEqLNZRIVvzkMzMXNakRApPHZgiZkjTsfYcs                 ","Money Center Banks                                ","cJH ","True","Derose                                                                                              ","16605 Turtle Creek Park                                                         ","                                                                                ","84602       ","Whitehorse               ","GA                  ","United States of America","vCmGCNkILJXIXHuGRVXMRfzThkIwD                                                                                                                         ","null","True","1","1984-06-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"560","430","Active    ","jACSOfFCZDlTWAuiNvQDIYVLDEoMIcvaTOJXSSlTwvMKnoBhDrctarVBTh  ","Retail (Grocery)                                  ","BBB ","True","Hagens                                                                                              ","22829 Pico Drive                                                                ","                                                                                ","77042       ","Dover                    ","Nova Scotia         ","United States of America","GrzpjqKdJfJG                                                                                                                                          ","1951-12-13T00:00:00.0000000","True","1","1984-06-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"561","427","Active    ","gvzOOFIxvAZVNbSQBOYoeUsTAJUkTzOmWVjxTWFlFCvSWVOCNBecHvb     ","Constr. & Agric. Machinery                        ","BBB-","True","Lefebre                                                                                             ","8974 Courtland Avenue                                                           ","                                                                                ","59103       ","Tallahassee              ","Newfoundland        ","United States of America","sqjAgoSOofZVXGiwzNNJVSTRGCNSFJXaxJRpCTsSpMGU LuryABKkPANcLUgIbwwOMpI NFRlZPEDmxMJa                                                                    ","1885-07-04T00:00:00.0000000","True","1","1984-06-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"562","250","Active    ","GXPlSMRxrwRWSQGoFU                                          ","Air Courier                                       ","VZm ","True","Nuzum                                                                                               ","23851 Gold Rue                                                                  ","                                                                                ","94646       ","Irvine                   ","DC                  ","United States of America","MElBPSqSNQAGifmoDlKiucQfuRCPKLHAoprSiUIzJeFKBInPAuOaBwye GOFJMa LGJKEVDEFRuNuQtHUpswEmMCUBREvdaCMKsywQGgLoO                                           ","1886-11-10T00:00:00.0000000","True","1","1984-06-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"563","422","Active    ","HYTskOhXETIMfPGEBGOaNHJcjXccwHEenkPOKQTQkyIBjPiLpAYIAP      ","Healthcare Facilities                             ","C   ","True","Ruic                                                                                                ","10511 Yorktown Street                                                           ","Apt. 676                                                                        ","47722       ","Pomona                   ","IA                  ","Canada                  ","SMlveMBKtpmbi qWUlwzSOhWFTtclRniBCOYGcnfzcQsKKIeAhmKgvbaaqChyUATOR                                                                                    ","1917-01-12T00:00:00.0000000","True","1","1984-03-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"564","421","Active    ","GQeoiVeIBrUQDILCvCVPRHBMXSWeVYWIZUXxRcNWdeMgp               ","Schools                                           ","D   ","True","Blakeney                                                                                            ","24731 Flores South                                                              ","                                                                                ","71115       ","San Francisco            ","New Brunswick       ","Canada                  ","dFUhlyvRMIWVaMSmyLQfxFKtg iRoDlsiFKObwHgzyRGkaLJskDrnCCD iIoyASicVVk fRd RBAuNJbzdOgMwRYCKVFLuCuMUeVkLGKSWrLeTXDwuUNaSp                               ","1904-05-09T00:00:00.0000000","True","1","1984-03-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"565","348","Inactive  ","BXQIzDWWHkGWMEzxAGtEHWzCGLLHNXBJpdJugzTrV                   ","Retail (Speciality)                               ","BBB ","True","Stodden                                                                                             ","14853 Commerce Park                                                             ","                                                                                ","38128       ","Great Falls              ","AR                  ","United States of America","JwXKPBrQrOXSbnlAHGQuVQzbEIRFoCmEwdPFiQlFntskHPDNjFBbToZSADfQmutmRLQtUpvRINIkPQBeFQKNyVenOSFLU                                                         ","1927-12-26T00:00:00.0000000","True","1","1984-03-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"566","124","Active    ","lRFFxbuSdaaOoGESnCUfCnNBiAPfzULXLkvvOKypCeBBGHyQXbghJLPQpGBX","Casinos & Gaming                                  ","BB- ","True","Lavoy                                                                                               ","15661 Hildebrand Way                                                            ","                                                                                ","78728       ","Waterbury                ","NC                  ","United States of America","cGVsdZneExxvhQBkMaYHiBRbpjcqpw YoBEyhBUgNfgUgoaHvMdvbNlEvxzLmRTBBtbH                                                                                  ","1887-12-12T00:00:00.0000000","True","1","1984-03-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"567","425","Active    ","AOUEDVXombADyRwbaCtIgakebE                                  ","Containers & Packaging                            ","WWO ","True","Lestronge                                                                                           ","23260 Madison Way                                                               ","                                                                                ","76010       ","Glendale                 ","ND                  ","United States of America","JzACClf AMPObJHUWlRtxwfQFvCf                                                                                                                          ","1915-06-12T00:00:00.0000000","True","1","1984-03-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"568","424","Active    ","BuLgEnqMomFAsMVCmPuZdFUpyQDosfuojsunoeeEGzIQTA              ","Office Equipment                                  ","CC  ","True","Schweda                                                                                             ","17973 Kirby Avenue                                                              ","                                                                                ","33025       ","Charleston               ","TX                  ","United States of America","fuCUDktDKs UDgbdGLbHsZFdWbSFlFZisLDgjbShZwVnqkSRaNFqOkuVULBRKPWmPoKBqCSgfWrRsQMCGRjQCHuLLKcPOri                                                       ","1873-03-16T00:00:00.0000000","True","1","1984-03-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"569","423","Active    ","GPPgQnYKzLNbJtmVUUImJmtxbXoek                               ","Iron & Steel                                      ","BB+ ","True","Miscione                                                                                            ","6646 Edgewood Avenue                                                            ","                                                                                ","93775       ","Salem                    ","DC                  ","United States of America","nyFARenAZKUuJFFXEWRMhpMOSADeKBUPjFSkzOuzxtHHOGxjhpKFWIqZHcTEsXej MQPmpeVLqULvtxOyAVibEfTMzz                                                           ","1909-06-03T00:00:00.0000000","True","1","1984-03-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"570","87","Inactive  ","gcFDdSxVtcPjXGZLvfCvFyEBnFXajTKnEJhyQXKmY                   ","Airline                                           ","BB  ","True","Curboy                                                                                              ","4178 Bluff Drive                                                                ","                                                                                ","94398       ","Omaha                    ","Quebec              ","United States of America","VNEsJHkMJHXQyOqEcfAPTjswgDxPeuVeXVbITFAlibIovGdnZrUuJVAVKLZMJQTdmfublFqQJWNIceFaFIauJCxXIGYDGVzcz GKhtSEGUBtIaBcNLHGPLdCsjAMRexnPVKCYZLAT             ","1950-11-10T00:00:00.0000000","True","1","1984-09-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"571","432","Active    ","DZXUKeMqanYSJmmJJTrtXpNjeqMytHJhsCNNHwRycmUEAHBFjpt         ","Healthcare Facilities                             ","BBB-","True","Hummingbird                                                                                         ","15185 Simpson South                                                             ","                                                                                ","95211       ","North Las Vegas          ","WY                  ","United States of America","hEmEWhqMshFHuB fLuhRzNCYWrBDUgjKAgRYtMaVEpQOk  eRoThpxQCpoETNWKaDPPTtCmCpVi MLdkTTEpAYQUhEEYrI NRaVSSjT                                               ","1935-08-25T00:00:00.0000000","True","1","1984-09-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"572","434","Active    ","TKrHzjzZyNqHaxyYSPNNPLkymSBSpHGDrKmvTFZuffZfztK             ","Insurance (Miscellaneous)                         ","B-  ","True","Sansbury                                                                                            ","14243 Upland Drive                                                              ","                                                                                ","91161       ","Philadelphia             ","OK                  ","United States of America","knweLGCpqJBJit GBEJZjVMtAsFKCgqMCJv dMDhTHPLEKRsIFEzESAgUksRBVWGbKpLFMovEKTKqrzMRamAabLgkmNtQAmIiSgngOGQGzkz                                          ","1901-12-04T00:00:00.0000000","True","1","1984-09-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"573","367","Active    ","LBCJCFAHIVbyCzDMVdhyohnyJJfuDKNUPosTeyRRGNUsHf              ","Containers & Packaging                            ","B+  ","True","Gallati                                                                                             ","7238 Chadbourne Way                                                             ","                                                                                ","61111       ","Charleston               ","CO                  ","United States of America"," CrQgFKAllnLDHRSCCVRhoAnJAgCGIcXP                                                                                                                     ","1871-01-24T00:00:00.0000000","True","1","1984-09-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"574","431","Active    ","TnleXPvwiSdBMEsAKXbVnbuMZdkwZMXCtgjjajKFYHGrEgWqy           ","Audio & Video Equipment                           ","C   ","True","Bovard                                                                                              ","10572 Kiel Avenue                                                               ","                                                                                ","57116       ","Chandler                 ","CA                  ","United States of America","QBWbSyLxTAVSRvbPSaMPNObQYUKNLDdKMJJ D  nFJtElUAseXBSFGWIDVvVdfJpLVNEGTaHREMkqOhUUvucJNWH                                                              ","1908-09-02T00:00:00.0000000","True","1","1984-09-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"575","433","Active    ","fwgBnpdvTZOSgXdWcUTALKmnORwpMICpoFGGgQaSBRmAWVwGiExCPvmb    ","Chemical Manufacturing                            ","CCC-","True","Quimet                                                                                              ","16132 Corsicana Road                                                            ","                                                                                ","19126       ","Garland                  ","UT                  ","                        ","QdLJVRFxiQcAkdG                                                                                                                                       ","1892-04-30T00:00:00.0000000","True","1","1984-09-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"576","435","Active    ","vGfOKrNJceWSPNOENDMrsRdEHfYVEvkLfQUhTYXQBhEWTlxtFhYsm       ","Oil Well Services & Equipment                     ","B   ","True","Wight                                                                                               ","8716 Worthington South                                                          ","                                                                                ","V5C 1N2     ","El Monte                 ","MD                  ","United States of America","KpxCjZlaB qogwSQZJbWyHPKdFQjlHBrJKKMoS                                                                                                                ","1956-12-27T00:00:00.0000000","True","1","1984-09-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"577","332","Inactive  ","RrAhmKybhFINKTJLAQdwLJjKhgXHqVPNoCFl                        ","Misc. Capital Goods                               ","AAA ","True","Gobeil                                                                                              ","13075 Vinson Road                                                               ","                                                                                ","07512       ","Augusta                  ","HI                  ","United States of America","rZvyFDvnkDuNTMI                                                                                                                                       ","1893-10-25T00:00:00.0000000","True","1","1985-03-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"578","444","Active    ","QEkkAMlHTKfHsRQ                                             ","S&Ls/Savings Banks                                ","BBB-","True","Scordo                                                                                              ","19393 Pelan South                                                               ","                                                                                ","V6S 1Q1     ","Paterson                 ","AR                  ","Canada                  ","ABwesEzSfXkSxBKudFtVcWLbpFvVPfkYoEYjwUnDjIlMpjJ NwwldBqguFEEhMQcMQXvsaQcWmBSiQgmtQwhjJAxHYhezMptsstxGWotImEAOhGxelbDNQRpFvTYEgPlLBrSvHFOVc o          ","1932-06-25T00:00:00.0000000","True","1","1985-03-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"579","441","Active    ","AymCgsDQrJQJukysPpRlqINZfVhBWIAaOxOSBNujK                   ","Schools                                           ","CCC-","True","Sturtevant                                                                                          ","891 McGill Drive                                                                ","                                                                                ","79409       ","Oceanside                ","Alberta             ","United States of America","FIfTAALcPJqrZrmsGEpBnDIEfTROgHXmBfZWqDMCDYFaKErdXgzTyKGkPNzaGHGGCHRuQCqKexpNMfhKLlcucRAHIXQJZdLGmOGxbCpOaGGGyNDcsjZ                                   ","1883-07-28T00:00:00.0000000","True","1","1985-03-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"580","445","Active    ","LDWnqFgGDdOMUOFRoyrouVnhSdSjzWiBTBNHXSbzUHWRtN              ","Regional Banks                                    ","AA+ ","True","Lefever                                                                                             ","14054 Sweetgum Drive                                                            ","                                                                                ","T5C 1P6     ","West Valley              ","IL                  ","United States of America","QmKIKSBUlLxOSzTMTKgEtcBdcmtZC uxQJlTpgXPFiwCfBiOXmbrCUCnTyEOLcxJTYklVjBtjK                                                                            ","1907-07-29T00:00:00.0000000","True","1","1985-03-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"581","442","Active    ","dEJMmFYDgXDyCncQWdTxrZmJrdhIMAEBSROjjTU                     ","Natural Gas Utilities                             ","AA- ","True","Wichrowski                                                                                          ","2335 San Felipe East                                                            ","                                                                                ","90084       ","Ontario                  ","ME                  ","Canada                  ","eqVhLKnBAJKUkCcIVDvHOwGBACFCmpfDLls YLOQjhWOENohOIdNdVZnasPLKnBHBQJDUjNxZElqJSjFHOzKkUcFhYLbIlUIkFUopYAtgfSNhwKRxOEQkzFApjtFATDhCRN                   ","1968-08-07T00:00:00.0000000","True","1","1985-03-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"582","101","Active    ","sTdJGeQLaNrQXhiEAUyBAqBdLMGCWnHbTfyLjHHJGbmR                ","Photography                                       ","B   ","True","Colbert                                                                                             ","13520 Crestline Way                                                             ","                                                                                ","V6V 1Q7     ","Cleveland                ","GA                  ","United States of America","GHcXMv lbzoxrLPEULnqyqFQITqnlzKAHWDXFGnCpqR QHFOuHYJIPuZpKgNKiuaaChKvvFXWGGuv                                                                         ","1916-08-24T00:00:00.0000000","True","1","1985-03-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"583","443","Active    ","elytkoILJGzJAUKlXoe                                         ","Computer Hardware                                 ","BBB-","True","Mcalevy                                                                                             ","19663 Reina Street                                                              ","                                                                                ","A2C 1V2     ","San Buenaventura         ","KS                  ","United States of America","qWRFCUHNNzqGdUmwOQPkhOBDDLYNOHsxbBlKIFkSOBQLA wFS DdatKKvUWlvkjjhhiTuPCVjwphUyhXNQCbRYVpVIzKFWEHcRGBfKvJCdhKUTSxKTBYLmyHRkJUJYZIJEdOFpRVNtKVKDQp      ","1900-12-05T00:00:00.0000000","True","1","1985-03-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"584","440","Active    ","xaQypXUjVekirwCOALeuBAPkgELLSoxMCUmU                        ","Computer Services                                 ","CC  ","True","Days                                                                                                ","7440 Birchwood Crescent                                                         ","                                                                                ","70503       ","Salem                    ","NH                  ","United States of America","IKvuCHBIiOXEpyHx FtixDrVVA WiCoMF cESesxMSOXOzRKyWPVIoCOMXQTWPqEpbyzNiTMKlaVZfPHRsogSWTWFbmTbfCwZeMJEeWuEnUJcvdqORUOwLNRYpjrkpekxyFAV                 ","1914-06-22T00:00:00.0000000","True","1","1984-12-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"585","338","Inactive  ","nXUOYgtHrTWEyUMOWUaTmzeVpRDfnXjaUSVSJeDQzoxQWIxSSSOSF       ","Money Center Banks                                ","BB+ ","True","Mavity                                                                                              ","19734 Greenspoint Boulevard                                                     ","                                                                                ","33309       ","Louisville               ","MT                  ","United States of America","TRRVFmghXuCNIKqSFacfirNHTHVaIPFJSRGmZyuijBGQEPNRA HtQkCAqXogFgKAV R tSDOXetQBLKByqshKAoDEeFJaKLGBXzNVqEZjdFGQICJsxkTkOyRCoaGidaeQeImQISLuvKpNY        ","1916-12-13T00:00:00.0000000","True","1","1984-12-28T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"586","437","Active    ","PmtODMpCJcBNaSVJNhhBL                                       ","Misc. Capital Goods                               ","BB- ","True","Drillock                                                                                            ","24795 Clover Court                                                              ","                                                                                ","60757       ","Hampton                  ","Quebec              ","Canada                  ","juzYGMOrVYzevwVJiVaAbuZACSFQSrIIRvUFiFTuQJFTeftOTKrQDHUtVOHahOorgxOH UqYkdeDqAuyuGVfYJQiRqFmsANAsPRmoxRSNbuNQNcwtVqtVyId                              ","1913-07-10T00:00:00.0000000","True","1","1984-12-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"587","439","Active    ","pfBlSmrRcOcFybUXuUBtJsRqzlboKGww                            ","Constr. - Supplies & Fixtures                     ","A-  ","True","Hoener                                                                                              ","21405 Perimeter Drive                                                           ","                                                                                ","10265       ","Hamilton                 ","OH                  ","United States of America","ZLzjxBlcQgUPodHRt                                                                                                                                     ","1871-04-15T00:00:00.0000000","True","1","1984-12-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"588","425","Active    ","AOUEDVXombADyRwbaCtIgakebE                                  ","Construction Services                             ","WWO ","True","Lestronge                                                                                           ","23260 Madison Way                                                               ","                                                                                ","76010       ","Glendale                 ","ND                  ","United States of America","JzACClf AMPObJHUWlRtxwfQFvCf                                                                                                                          ","1915-10-24T00:00:00.0000000","True","1","1984-12-29T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"589","436","Active    ","CMbRIDVtDBphXwzVGNYxbPKLdRbPC                               ","Photography                                       ","A-  ","True","Umphrey                                                                                             ","5461 Gold Crest Way                                                             ","                                                                                ","V6X 1U4     ","New Haven                ","DE                  ","United States of America","kKswszLESKuCfDKmdlpJQS wFPeDFJTCYzABu IRKKuxi                                                                                                         ","1863-05-23T00:00:00.0000000","True","1","1984-12-30T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"590","438","Active    ","UXdbFfGONxFQaJWKidnPyrFyxiJWxQqdiZGTDCBBLWJOaRrnziABDP      ","Constr. & Agric. Machinery                        ","A-  ","True","Scordo                                                                                              ","9247 Kinland Lane                                                               ","                                                                                ","92603       ","Missoula                 ","NJ                  ","United States of America","RcGNaoMBRJGPDqYDuwiNWuDaEZiKD                                                                                                                         ","1910-12-21T00:00:00.0000000","True","1","1984-12-31T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"591","455","Active    ","CdPrLFSkNOLDwqUiYJfEmiay                                    ","Natural Gas Utilities                             ","A   ","True","Looby                                                                                               ","23667 Parkwood Way                                                              ","                                                                                ","V6L 1W5     ","Portland                 ","WY                  ","United States of America","lUcBHnlLnkLTjwXQFltxu UbWET                                                                                                                           ","1926-05-10T00:00:00.0000000","True","1","1985-09-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"592","451","Active    ","iYRwGqMPHPBywOzSlOIOudlbLdVXFAVSHVCgxCkOEdXLm               ","Railroads                                         ","CC  ","True","Lawrence                                                                                            ","23366 Winston East                                                              ","                                                                                ","90080       ","Tallahassee              ","NE                  ","United States of America","RVmzaduOQknLLpIkDHDxCjSLTbTSKzkbKLimCLvEKiJZeIZwPkCZAgwMpZ FlDCRHmMBrSWnqvBYitSJRRtZNLFxuMHJCDdTZ XOnmbNwGpWVfvOGKXpmI                                ","1937-02-23T00:00:00.0000000","True","1","1985-09-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
"593","454","Active    ","YsBoESOcrkgRnnKvsVIbBnYXxOvr                                ","Railroads                                         ","CCC-","True","Misasi                                                                                              ","21181 2nd Rue                                                                   ","                                                                                ","T5B 1J7     ","Aurora                   ","IA                  ","United States of America","mgVRXrtNORRtCbWVevqnBAofhLQhRQIlmNVjGZfVERGvAEQJQOehDTuSE GWqFqHfBLKfR TdPcbdkfJPmWKKsTcewYCMUMZhCJRHeAbQSN                                           ","1896-06-26T00:00:00.0000000","True","1","1985-09-27T00:00:00.0000000","9999-12-31T00:00:00.0000000"
